Age,Gender,Education_Level,Job_Title,Years_of_Experience,Salary,Country,Race,Senior
31,Male,2,Software Engineer,7,140000.0,China,White,1
32,Male,2,Back end Developer,6,130000.0,USA,White,0
38,Female,2,Back end Developer,10,155000.0,UK,Asian,0
51,Male,3,Software Engineer Manager,16,190000.0,Australia,Asian,0
28,Male,1,Front end Developer,2,70000.0,UK,Mixed,0
27,Male,1,Front end Developer,3,80000.0,Canada,Asian,0
43,Male,3,Project Engineer,13,185000.0,China,White,1
27,Female,2,Full Stack Engineer,3,100000.0,USA,White,0
49,Male,3,Software Engineer Manager,15,185000.0,Australia,Asian,0
48,Male,3,Project Engineer,16,190000.0,Australia,Australian,1
31,Male,2,Project Engineer,7,135000.0,Australia,White,1
40,Female,3,Software Engineer,12,160000.0,USA,White,1
24,Male,1,Front end Developer,1,55000.0,Canada,White,0
27,Male,1,Front end Developer,3,80000.0,USA,White,0
42,Male,3,Software Engineer,14,170000.0,Canada,Asian,1
24,Female,1,Front end Developer,1,55000.0,UK,Welsh,0
28,Female,1,Front end Developer,3,80000.0,USA,African American,0
43,Male,3,Project Engineer,13,185000.0,China,White,1
31,Male,2,Full Stack Engineer,7,140000.0,USA,Asian,0
43,Male,3,Software Engineer Manager,13,180000.0,China,White,0
27,Female,2,Back end Developer,2,70000.0,Australia,Australian,0
49,Male,3,Software Engineer Manager,15,185000.0,USA,African American,0
48,Male,3,Project Engineer,16,190000.0,UK,Mixed,1
31,Male,2,Project Engineer,6,125000.0,Canada,Asian,1
40,Male,3,Software Engineer,12,160000.0,China,Chinese,1
36,Male,2,Software Engineer,8,140000.0,UK,Welsh,1
54,Male,3,Software Engineer Manager,17,195000.0,Canada,Asian,0
27,Male,1,Front end Developer,2,70000.0,Australia,Australian,0
28,Male,1,Front end Developer,2,70000.0,USA,African American,0
44,Male,2,Project Engineer,11,170000.0,China,White,1
43,Male,3,Project Engineer,13,185000.0,China,Chinese,1
54,Male,3,Software Engineer Manager,17,195000.0,UK,Asian,0
32,Male,2,Back end Developer,6,130000.0,Australia,Australian,0
38,Male,2,Software Engineer,10,155000.0,UK,Mixed,1
49,Male,3,Software Engineer Manager,15,185000.0,UK,Mixed,0
27,Male,1,Front end Developer,3,80000.0,Canada,Black,0
54,Male,3,Software Engineer Manager,17,195000.0,Australia,White,0
31,Male,2,Project Engineer,7,135000.0,UK,White,1
24,Male,1,Back end Developer,1,55000.0,Canada,White,0
48,Male,3,Project Engineer,16,190000.0,USA,White,1
27,Female,2,Back end Developer,2,70000.0,Canada,Black,0
43,Male,3,Project Engineer,13,185000.0,USA,Hispanic,1
44,Male,2,Project Engineer,11,170000.0,Canada,Asian,1
37,Male,2,Software Engineer,9,150000.0,Canada,Asian,1
56,Male,3,Software Engineer Manager,17,195000.0,UK,Welsh,0
28,Male,1,Front end Developer,2,70000.0,USA,Hispanic,0
54,Male,3,Software Engineer Manager,17,195000.0,Canada,Asian,0
31,Male,2,Project Engineer,6,125000.0,USA,Asian,1
49,Male,3,Software Engineer Manager,15,185000.0,China,White,0
54,Male,3,Software Engineer Manager,17,195000.0,Canada,Black,0
27,Male,1,Front end Developer,3,80000.0,Australia,White,0
42,Male,3,Software Engineer,14,170000.0,China,Korean,1
38,Male,2,Software Engineer,10,155000.0,China,White,1
43,Male,3,Project Engineer,13,185000.0,Canada,White,1
27,Male,1,Front end Developer,2,70000.0,Canada,Asian,0
31,Male,2,Full Stack Engineer,7,140000.0,Canada,Asian,0
54,Male,3,Software Engineer Manager,17,195000.0,UK,Asian,0
36,Male,2,Software Engineer,8,140000.0,Canada,Black,1
27,Female,2,Back end Developer,2,70000.0,USA,African American,0
49,Male,3,Software Engineer Manager,15,185000.0,China,Chinese,0
48,Male,3,Project Engineer,16,190000.0,UK,Mixed,1
31,Male,2,Project Engineer,7,135000.0,USA,African American,1
40,Female,3,Software Engineer,12,160000.0,UK,White,1
24,Male,1,Front end Developer,1,55000.0,UK,Welsh,0
27,Male,1,Front end Developer,3,80000.0,China,Chinese,0
43,Male,3,Project Engineer,13,185000.0,USA,White,1
27,Female,2,Full Stack Engineer,3,100000.0,UK,Mixed,0
49,Male,3,Software Engineer Manager,15,185000.0,UK,Asian,0
48,Male,3,Project Engineer,16,190000.0,USA,White,1
31,Male,2,Project Engineer,6,125000.0,UK,White,1
40,Male,3,Software Engineer,12,160000.0,USA,Hispanic,1
36,Male,2,Software Engineer,8,140000.0,China,Korean,1
54,Male,3,Software Engineer Manager,17,195000.0,UK,Asian,0
27,Male,1,Front end Developer,2,70000.0,Australia,Australian,0
28,Male,1,Front end Developer,2,70000.0,Canada,Black,0
44,Male,2,Project Engineer,11,170000.0,Canada,White,1
43,Male,3,Project Engineer,13,185000.0,UK,Welsh,1
54,Male,3,Software Engineer Manager,17,195000.0,Canada,Black,0
32,Male,2,Back end Developer,6,130000.0,Canada,Asian,0
38,Male,2,Software Engineer,10,155000.0,Canada,White,1
49,Male,3,Software Engineer Manager,15,185000.0,Canada,White,0
27,Male,1,Front end Developer,3,80000.0,USA,African American,0
54,Male,3,Software Engineer Manager,17,195000.0,China,White,0
31,Male,2,Project Engineer,7,135000.0,Australia,Asian,1
24,Male,1,Back end Developer,1,55000.0,USA,Hispanic,0
48,Male,3,Project Engineer,16,190000.0,Canada,Asian,1
27,Female,2,Back end Developer,2,70000.0,UK,Mixed,0
43,Male,3,Project Engineer,13,185000.0,UK,Mixed,1
44,Male,2,Project Engineer,11,170000.0,USA,African American,1
37,Male,2,Software Engineer,9,150000.0,UK,Asian,1
56,Male,3,Software Engineer Manager,17,195000.0,USA,White,0
28,Male,1,Front end Developer,2,70000.0,Canada,Black,0
54,Male,3,Software Engineer Manager,17,195000.0,USA,African American,0
31,Male,2,Project Engineer,6,125000.0,China,White,1
49,Male,3,Software Engineer Manager,15,185000.0,Australia,White,0
54,Male,3,Software Engineer Manager,17,195000.0,China,Chinese,0
27,Male,1,Front end Developer,3,80000.0,UK,Welsh,0
42,Male,3,Software Engineer,14,170000.0,China,White,1
38,Male,2,Software Engineer,10,155000.0,Australia,Asian,1
36,Male,1,Front end Developer,7,120000.0,UK,Asian,0
29,Female,2,Back end Developer,3,90000.0,USA,Asian,0
41,Female,3,Software Engineer Manager,14,180000.0,UK,Asian,0
33,Male,1,Full Stack Engineer,7,130000.0,UK,Welsh,0
42,Male,3,Software Engineer,12,170000.0,China,Korean,1
28,Male,1,Back end Developer,2,70000.0,UK,Welsh,0
55,Male,3,Software Engineer Manager,18,210000.0,China,White,0
26,Female,2,Front end Developer,1,55000.0,Canada,Asian,0
47,Male,3,Project Engineer,16,190000.0,UK,Welsh,1
44,Female,3,Software Engineer Manager,11,165000.0,Canada,Black,0
30,Male,2,Full Stack Engineer,5,105000.0,China,Korean,0
39,Female,2,Software Engineer,11,160000.0,UK,Welsh,1
32,Male,1,Front end Developer,6,110000.0,Canada,Black,0
50,Male,3,Software Engineer Manager,17,195000.0,China,Korean,0
27,Male,1,Back end Developer,3,85000.0,China,Chinese,0
46,Male,3,Project Engineer,14,180000.0,UK,White,1
25,Female,1,Front end Developer,1,55000.0,Australia,White,0
43,Male,3,Project Engineer,13,185000.0,UK,Welsh,1
35,Male,1,Back end Developer,8,140000.0,Canada,Black,0
29,Female,2,Back end Developer,3,90000.0,UK,Mixed,0
40,Female,3,Software Engineer,12,160000.0,USA,White,1
35,Male,1,Full Stack Engineer,8,145000.0,China,White,0
41,Male,3,Project Engineer,13,185000.0,Australia,White,1
30,Male,2,Full Stack Engineer,5,105000.0,UK,White,0
33,Male,1,Front end Developer,6,110000.0,Australia,Asian,0
55,Male,3,Software Engineer Manager,18,210000.0,UK,Asian,0
26,Female,2,Front end Developer,1,55000.0,UK,Mixed,0
47,Male,3,Project Engineer,16,190000.0,USA,African American,1
44,Female,3,Software Engineer Manager,11,165000.0,UK,Asian,0
30,Male,2,Full Stack Engineer,5,105000.0,USA,White,0
39,Female,2,Software Engineer,11,160000.0,China,Korean,1
32,Male,1,Front end Developer,6,110000.0,USA,Hispanic,0
50,Male,3,Software Engineer Manager,17,195000.0,Australia,Australian,0
27,Male,1,Back end Developer,3,85000.0,UK,Mixed,0
46,Male,3,Project Engineer,14,180000.0,Australia,Asian,1
25,Female,1,Front end Developer,1,55000.0,UK,Asian,0
43,Male,3,Project Engineer,13,185000.0,USA,African American,1
35,Male,1,Back end Developer,8,140000.0,Australia,Asian,0
29,Female,2,Back end Developer,3,90000.0,Canada,Black,0
40,Female,3,Software Engineer,12,160000.0,USA,Hispanic,1
35,Male,1,Full Stack Engineer,8,145000.0,UK,Mixed,0
41,Male,3,Project Engineer,13,185000.0,UK,White,1
30,Male,2,Full Stack Engineer,5,105000.0,Australia,Asian,0
33,Male,1,Front end Developer,6,110000.0,USA,African American,0
55,Male,3,Software Engineer Manager,18,210000.0,China,Chinese,0
26,Female,2,Front end Developer,1,55000.0,Australia,Australian,0
47,Male,3,Project Engineer,16,190000.0,USA,Hispanic,1
44,Female,3,Software Engineer Manager,11,165000.0,Canada,Black,0
30,Male,2,Full Stack Engineer,5,105000.0,USA,African American,0
39,Female,2,Software Engineer,11,160000.0,Canada,White,1
32,Male,1,Front end Developer,6,110000.0,Australia,Australian,0
50,Male,3,Software Engineer Manager,17,195000.0,Australia,White,0
27,Male,1,Back end Developer,3,85000.0,Canada,Black,0
46,Male,3,Project Engineer,14,180000.0,Australia,White,1
25,Female,1,Front end Developer,1,55000.0,USA,White,0
43,Male,3,Project Engineer,13,185000.0,China,White,1
35,Male,1,Back end Developer,8,140000.0,Australia,Australian,0
29,Female,2,Back end Developer,3,90000.0,Canada,Black,0
40,Female,3,Software Engineer,12,160000.0,Australia,Asian,1
35,Male,1,Full Stack Engineer,8,145000.0,Canada,Asian,0
41,Male,3,Project Engineer,13,185000.0,Australia,Australian,1
30,Male,2,Full Stack Engineer,5,105000.0,UK,Asian,0
33,Male,1,Front end Developer,6,110000.0,Australia,Australian,0
55,Male,3,Software Engineer Manager,18,210000.0,UK,Asian,0
26,Female,2,Front end Developer,1,55000.0,USA,Asian,0
47,Male,3,Project Engineer,16,190000.0,Australia,Asian,1
44,Female,3,Software Engineer Manager,11,165000.0,China,White,0
30,Male,2,Full Stack Engineer,5,105000.0,China,Korean,0
39,Female,2,Software Engineer,11,160000.0,Australia,Asian,1
32,Male,1,Front end Developer,6,110000.0,USA,White,0
50,Male,3,Software Engineer Manager,17,195000.0,Australia,Australian,0
27,Male,1,Back end Developer,3,85000.0,Canada,Black,0
46,Male,3,Project Engineer,14,180000.0,UK,Welsh,1
25,Female,1,Front end Developer,1,55000.0,UK,White,0
43,Male,3,Project Engineer,13,185000.0,Australia,Asian,1
35,Male,1,Back end Developer,8,140000.0,China,Chinese,0
29,Female,2,Back end Developer,3,90000.0,Australia,White,0
40,Female,3,Software Engineer,12,160000.0,Australia,White,1
35,Male,1,Full Stack Engineer,8,145000.0,China,White,0
41,Male,3,Project Engineer,13,185000.0,Australia,Asian,1
30,Male,2,Full Stack Engineer,5,105000.0,UK,White,0
33,Male,1,Front end Developer,6,110000.0,USA,Asian,0
55,Male,3,Software Engineer Manager,18,210000.0,USA,Hispanic,0
26,Female,2,Front end Developer,1,55000.0,UK,Mixed,0
47,Male,3,Project Engineer,16,190000.0,USA,African American,1
44,Female,3,Software Engineer Manager,11,165000.0,China,Chinese,0
30,Male,2,Full Stack Engineer,5,105000.0,UK,Mixed,0
39,Female,2,Software Engineer,11,160000.0,Australia,Asian,1
32,Male,1,Front end Developer,6,110000.0,USA,Asian,0
50,Male,3,Software Engineer Manager,17,195000.0,China,White,0
27,Male,1,Back end Developer,3,85000.0,Australia,Asian,0
46,Male,3,Project Engineer,14,180000.0,Canada,Black,1
25,Female,1,Front end Developer,1,55000.0,Canada,Asian,0
43,Male,3,Project Engineer,13,185000.0,Australia,Asian,1
35,Male,1,Back end Developer,8,140000.0,Australia,Australian,0
29,Female,2,Back end Developer,3,90000.0,Australia,Asian,0
40,Female,3,Software Engineer,12,160000.0,China,Korean,1
35,Male,1,Full Stack Engineer,8,145000.0,UK,Mixed,0
41,Male,3,Project Engineer,13,185000.0,Canada,Black,1
30,Male,2,Full Stack Engineer,5,105000.0,China,Korean,0
33,Male,1,Front end Developer,6,110000.0,Canada,Asian,0
55,Male,3,Software Engineer Manager,18,210000.0,USA,White,0
26,Female,2,Front end Developer,1,55000.0,Australia,Australian,0
47,Male,3,Project Engineer,16,190000.0,USA,African American,1
44,Female,3,Software Engineer Manager,11,165000.0,Canada,Asian,0
30,Male,2,Full Stack Engineer,5,105000.0,Australia,Asian,0
39,Female,2,Software Engineer,11,160000.0,Canada,White,1
32,Male,1,Front end Developer,6,110000.0,Canada,Black,0
50,Male,3,Software Engineer Manager,17,195000.0,USA,White,0
27,Male,1,Back end Developer,3,85000.0,USA,African American,0
46,Male,3,Project Engineer,14,180000.0,USA,African American,1
25,Female,1,Front end Developer,1,55000.0,Australia,White,0
43,Male,3,Project Engineer,13,185000.0,Australia,White,1
35,Male,1,Back end Developer,8,140000.0,USA,African American,0
29,Female,2,Back end Developer,3,90000.0,USA,Hispanic,0
40,Female,3,Software Engineer,12,160000.0,China,Chinese,1
35,Male,1,Full Stack Engineer,8,145000.0,China,Chinese,0
41,Male,3,Project Engineer,13,185000.0,USA,Asian,1
30,Male,2,Full Stack Engineer,5,105000.0,Australia,White,0
33,Male,1,Front end Developer,6,110000.0,Australia,Asian,0
55,Male,3,Software Engineer Manager,18,210000.0,China,Korean,0
31,Male,1,Front end Developer,6,115000.0,Australia,Australian,0
42,Female,2,Software Engineer Manager,13,170000.0,Australia,Asian,0
27,Female,1,Back end Developer,3,80000.0,Canada,Asian,0
51,Male,3,Project Engineer,19,200000.0,UK,Mixed,1
34,Female,2,Full Stack Engineer,7,130000.0,Australia,White,0
38,Male,1,Software Engineer Manager,11,155000.0,Canada,Asian,0
29,Male,1,Front end Developer,5,105000.0,China,White,0
43,Female,3,Project Engineer,14,190000.0,Australia,Australian,1
36,Male,2,Back end Developer,8,140000.0,USA,African American,0
48,Male,3,Software Engineer Manager,16,185000.0,Australia,Asian,0
35,Female,1,Full Stack Engineer,8,145000.0,Australia,White,0
30,Female,2,Front end Developer,4,90000.0,China,Chinese,0
50,Male,3,Project Engineer,18,195000.0,Australia,Australian,1
29,Male,1,Back end Developer,4,95000.0,USA,Asian,0
41,Male,2,Software Engineer Manager,13,170000.0,China,White,0
33,Female,1,Full Stack Engineer,6,115000.0,UK,Welsh,0
45,Male,3,Project Engineer,16,185000.0,UK,Mixed,1
28,Female,1,Front end Developer,2,65000.0,USA,African American,0
39,Female,2,Software Engineer Manager,12,160000.0,USA,African American,0
30,Male,1,Back end Developer,5,100000.0,UK,Mixed,0
46,Male,3,Project Engineer,15,180000.0,Canada,White,1
25,Female,1,Front end Developer,1,55000.0,Canada,Black,0
42,Male,3,Software Engineer Manager,14,190000.0,UK,Mixed,0
31,Male,1,Full Stack Engineer,6,115000.0,Australia,Asian,0
49,Female,3,Project Engineer,17,195000.0,Australia,Australian,1
36,Male,2,Back end Developer,9,150000.0,Canada,White,0
33,Female,1,Full Stack Engineer,6,115000.0,China,Chinese,0
45,Male,3,Software Engineer Manager,16,185000.0,Canada,White,0
28,Female,1,Front end Developer,2,65000.0,Canada,White,0
39,Female,2,Software Engineer Manager,12,160000.0,UK,Mixed,0
30,Male,1,Back end Developer,5,100000.0,USA,African American,0
46,Male,3,Project Engineer,15,180000.0,USA,Hispanic,1
25,Female,1,Front end Developer,1,55000.0,Australia,Asian,0
42,Male,3,Software Engineer Manager,14,190000.0,China,Korean,0
31,Male,1,Full Stack Engineer,6,115000.0,China,Chinese,0
49,Female,3,Project Engineer,17,195000.0,USA,White,1
36,Male,2,Back end Developer,9,150000.0,UK,White,0
33,Female,1,Full Stack Engineer,6,115000.0,USA,Hispanic,0
45,Male,3,Software Engineer Manager,16,185000.0,UK,White,0
28,Female,1,Front end Developer,2,65000.0,UK,Welsh,0
39,Female,2,Software Engineer Manager,12,160000.0,UK,Welsh,0
30,Male,1,Back end Developer,5,100000.0,USA,African American,0
46,Male,3,Project Engineer,15,180000.0,USA,Hispanic,1
25,Female,1,Front end Developer,1,55000.0,UK,Asian,0
42,Male,3,Software Engineer Manager,14,190000.0,Australia,Asian,0
31,Male,1,Full Stack Engineer,6,115000.0,China,Chinese,0
49,Female,3,Project Engineer,17,195000.0,Canada,Black,1
36,Male,2,Back end Developer,9,150000.0,China,Korean,0
33,Female,1,Full Stack Engineer,6,115000.0,USA,White,0
45,Male,3,Software Engineer Manager,16,185000.0,USA,Asian,0
28,Female,1,Front end Developer,2,65000.0,Canada,Black,0
39,Female,2,Software Engineer Manager,12,160000.0,UK,Welsh,0
30,Male,1,Back end Developer,5,100000.0,Australia,Australian,0
46,Male,3,Project Engineer,15,180000.0,Canada,Asian,1
25,Female,1,Front end Developer,1,55000.0,UK,Mixed,0
42,Male,3,Software Engineer Manager,14,190000.0,China,Chinese,0
31,Male,1,Full Stack Engineer,6,115000.0,China,Korean,0
49,Female,3,Project Engineer,17,195000.0,UK,Welsh,1
36,Male,2,Back end Developer,9,150000.0,Australia,Australian,0
33,Female,1,Full Stack Engineer,6,115000.0,China,Korean,0
45,Male,3,Software Engineer Manager,16,185000.0,USA,African American,0
28,Female,1,Front end Developer,2,65000.0,China,White,0
39,Female,2,Software Engineer Manager,12,160000.0,China,Korean,0
30,Male,1,Back end Developer,5,100000.0,Canada,Asian,0
46,Male,3,Project Engineer,15,180000.0,China,Korean,1
25,Female,1,Front end Developer,1,55000.0,USA,Asian,0
42,Male,3,Software Engineer Manager,14,190000.0,Australia,Australian,0
31,Male,1,Full Stack Engineer,6,115000.0,Canada,Asian,0
49,Female,3,Project Engineer,17,195000.0,Canada,Black,1
36,Male,2,Back end Developer,9,150000.0,Canada,Asian,0
33,Female,1,Full Stack Engineer,6,115000.0,Australia,Australian,0
45,Male,3,Software Engineer Manager,16,185000.0,China,Chinese,0
28,Female,1,Front end Developer,2,65000.0,Australia,Asian,0
39,Female,2,Software Engineer Manager,12,160000.0,Canada,Asian,0
30,Male,1,Back end Developer,5,100000.0,UK,Asian,0
46,Male,3,Project Engineer,15,180000.0,USA,African American,1
25,Female,1,Front end Developer,1,55000.0,Australia,White,0
42,Male,3,Software Engineer Manager,14,190000.0,Australia,Australian,0
31,Male,1,Full Stack Engineer,6,115000.0,Canada,Asian,0
49,Female,3,Project Engineer,17,195000.0,Canada,White,1
36,Male,2,Back end Developer,9,150000.0,UK,Welsh,0
33,Female,1,Full Stack Engineer,6,115000.0,USA,Asian,0
45,Male,3,Software Engineer Manager,16,185000.0,UK,White,0
28,Female,1,Front end Developer,2,65000.0,Australia,Australian,0
39,Female,2,Software Engineer Manager,12,160000.0,Australia,White,0
30,Male,1,Back end Developer,5,100000.0,USA,Asian,0
46,Male,3,Project Engineer,15,180000.0,UK,White,1
25,Female,1,Front end Developer,1,55000.0,USA,African American,0
42,Male,3,Software Engineer Manager,14,190000.0,UK,Mixed,0
31,Male,1,Full Stack Engineer,6,115000.0,UK,Welsh,0
49,Female,3,Project Engineer,17,195000.0,USA,African American,1
36,Male,2,Back end Developer,9,150000.0,Australia,Asian,0
33,Female,1,Full Stack Engineer,6,115000.0,UK,Asian,0
45,Male,3,Software Engineer Manager,16,185000.0,Australia,Asian,0
28,Female,1,Front end Developer,2,65000.0,Canada,Asian,0
39,Female,2,Software Engineer Manager,12,160000.0,Australia,White,0
30,Male,1,Back end Developer,5,100000.0,Australia,Asian,0
46,Male,3,Project Engineer,15,180000.0,Australia,Australian,1
25,Female,1,Front end Developer,1,55000.0,China,Korean,0
